"WEAP","Reservoir","Node","ObjectInstances"
"WEAP","Reservoir","Node","Precipitation"
"WEAP","Reservoir","Node","Capital Costs"
"WEAP","Reservoir","Node","Variable Operating Costs"
"WEAP","Reservoir","Node","Fixed Operating Costs"
"WEAP","Reservoir","Node","Variable Benefits"
"WEAP","Reservoir","Node","Fixed Benefits"
"WEAP","Reservoir","Node","BOD Concentration"
"WEAP","Reservoir","Node","DO Concentration"
"WEAP","Reservoir","Node","Initial Storage"
"WEAP","Reservoir","Node","Maximum Hydraulic Outflow"
"WEAP","Reservoir","Node","Net Evaporation"
"WEAP","Reservoir","Node","Volume Elevation Curve"
"WEAP","Reservoir","Node","Observed Volume"
"WEAP","Reservoir","Node","Top of Conservation"
"WEAP","Reservoir","Node","Top of Buffer"
"WEAP","Reservoir","Node","Top of Inactive"
"WEAP","Reservoir","Node","Max. Turbine Flow"
"WEAP","Reservoir","Node","Tailwater Elevation"
"WEAP","Reservoir","Node","Plant Factor"
"WEAP","Reservoir","Node","Hydropower Priority"
"WEAP","Reservoir","Node","Energy Demand"
"WEAP","Reservoir","Node","Electricity Revenue"
"WEAP","Reservoir","Node","Generating Efficiency"
"WEAP","Reservoir","Node","Storage Capacity"
"WEAP","Reservoir","Node","Buffer Coefficient"
"WEAP","Reservoir","Node","Loss to Groundwater"
"WEAP","Reservoir","Node","Volume"
"WEAP","Reservoir","Node","Elevation"
"WEAP","Reservoir","Node","Area"
"WEAP","Return Flow","Link","ObjectInstances"
"WEAP","Return Flow","Link","Capital Costs"
"WEAP","Return Flow","Link","Variable Operating Costs"
"WEAP","Return Flow","Link","Fixed Operating Costs"
"WEAP","Return Flow","Link","Variable Benefits"
"WEAP","Return Flow","Link","Fixed Benefits"
"WEAP","Return Flow","Link","Loss from System"
"WEAP","Return Flow","Link","Return Flow Routing"
"WEAP","Return Flow","Link","Loss to Groundwater"
"WEAP","Return Flow","Link","Gain from Groundwater"
"WEAP","Return Flow","Node","ObjectInstances"
"WEAP","River","Link","ObjectInstances"
"WEAP","River","Link","Capital Costs"
"WEAP","River","Link","Variable Operating Costs"
"WEAP","River","Link","Fixed Operating Costs"
"WEAP","River","Link","Variable Benefits"
"WEAP","River","Link","Fixed Benefits"
"WEAP","River","Link","Headflow"
"WEAP","River","Link","Maximum Diversion"
"WEAP","River","Link","BOD Concentration"
"WEAP","River","Link","DO Concentration"
"WEAP","River Reach","Link","ObjectInstances"
"WEAP","River Reach","Link","Capital Costs"
"WEAP","River Reach","Link","Variable Operating Costs"
"WEAP","River Reach","Link","Fixed Operating Costs"
"WEAP","River Reach","Link","Variable Benefits"
"WEAP","River Reach","Link","Fixed Benefits"
"WEAP","River Reach","Link","BOD Concentration"
"WEAP","River Reach","Link","DO Concentration"
"WEAP","River Reach","Link","Surface Water Inflow"
"WEAP","River Reach","Link","Groundwater Inflow"
"WEAP","River Reach","Link","Groundwater Outflow"
"WEAP","River Reach","Link","Evaporation"
"WEAP","River Reach","Link","Reach Length"
"WEAP","River Reach","Link","Distance Marker"
"WEAP","River Reach","Link","Flow Stage Width"
"WEAP","River Reach","Link","Water Temperature"
"WEAP","River Withdrawal","Node","ObjectInstances"
"WEAP","Runoff/Infiltration","Link",
"WEAP","Streamflow gauge","Node","ObjectInstances"
"WEAP","Streamflow gauge","Node","Streamflow Data"
"WEAP","Streamflow gauge","Node","DO Concentration Data"
"WEAP","Streamflow gauge","Node","BOD Concentration Data"
"WEAP","Transmission Link","Link","ObjectInstances"
"WEAP","Transmission Link","Link","Capital Costs"
"WEAP","Transmission Link","Link","Variable Operating Costs"
"WEAP","Transmission Link","Link","Fixed Operating Costs"
"WEAP","Transmission Link","Link","Variable Benefits"
"WEAP","Transmission Link","Link","Fixed Benefits"
"WEAP","Transmission Link","Link","Maximum Flow   Volume"
"WEAP","Transmission Link","Link","Maximum Flow   Percent of Demand"
"WEAP","Transmission Link","Link","Supply Preference"
"WEAP","Transmission Link","Link","Loss from System"
"WEAP","Transmission Link","Link","Loss to Groundwater"
"WEAP","Tributary Inflow","Node","ObjectInstances"
"WEAP","Wastewater Treatment Plant","Node","ObjectInstances"
"WEAP","Wastewater Treatment Plant","Node","Capital Costs"
"WEAP","Wastewater Treatment Plant","Node","Variable Operating Costs"
"WEAP","Wastewater Treatment Plant","Node","Fixed Operating Costs"
"WEAP","Wastewater Treatment Plant","Node","Variable Benefits"
"WEAP","Wastewater Treatment Plant","Node","Fixed Benefits"
"WEAP","Wastewater Treatment Plant","Node","Daily Capacity"
"WEAP","Wastewater Treatment Plant","Node","Consumption"
"WEAP","Wastewater Treatment Plant","Node","BOD Removal"
"WEAP","Wastewater Treatment Plant","Node","DO Removal"
"WEAP","Wastewater Treatment Plant","Node","BOD Concentration"
"WEAP","Wastewater Treatment Plant","Node","DO Concentration"
"WEAP","flow requirement","Node","ObjectInstances"
"WEAP","flow requirement","Node","Precipitation"
"WEAP","flow requirement","Node","Capital Costs"
"WEAP","flow requirement","Node","Variable Operating Costs"
"WEAP","flow requirement","Node","Fixed Operating Costs"
"WEAP","flow requirement","Node","Variable Benefits"
"WEAP","flow requirement","Node","Fixed Benefits"
"WEAP","flow requirement","Node","Minimum Flow Requirement"
"WEAP","local reservoir","Node","ObjectInstances"
"WEAP","local reservoir","Node","Precipitation"
"WEAP","local reservoir","Node","Capital Costs"
"WEAP","local reservoir","Node","Variable Operating Costs"
"WEAP","local reservoir","Node","Fixed Operating Costs"
"WEAP","local reservoir","Node","Variable Benefits"
"WEAP","local reservoir","Node","Fixed Benefits"
"WEAP","local reservoir","Node","BOD Concentration"
"WEAP","local reservoir","Node","DO Concentration"
"WEAP","local reservoir","Node","Initial Storage"
"WEAP","local reservoir","Node","Maximum Hydraulic Outflow"
"WEAP","local reservoir","Node","Net Evaporation"
"WEAP","local reservoir","Node","Volume Elevation Curve"
"WEAP","local reservoir","Node","Observed Volume"
"WEAP","local reservoir","Node","Top of Conservation"
"WEAP","local reservoir","Node","Top of Buffer"
"WEAP","local reservoir","Node","Top of Inactive"
"WEAP","local reservoir","Node","Max. Turbine Flow"
"WEAP","local reservoir","Node","Tailwater Elevation"
"WEAP","local reservoir","Node","Plant Factor"
"WEAP","local reservoir","Node","Hydropower Priority"
"WEAP","local reservoir","Node","Energy Demand"
"WEAP","local reservoir","Node","Electricity Revenue"
"WEAP","local reservoir","Node","Generating Efficiency"
"WEAP","local reservoir","Node","Storage Capacity"
"WEAP","local reservoir","Node","Inflow"
"WEAP","local reservoir","Node","Buffer Coefficient"
"WEAP","local reservoir","Node","Loss to Groundwater"
"WEAP","local reservoir","Node","Volume"
"WEAP","local reservoir","Node","Elevation"
"WEAP","local reservoir","Node","Area"
